Q1026040	mourning
Q731635	george washington 's mount vernon
Q732413	esther
Q732474	harvey kurtzman
Q7347771	robert moore
Q7357758	roger & val have just got in
Q7375129	dawn
Q7375129	dawn ( given name )
Q7375129	dawn ( first name )
Q7379985	running scared
Q73897634	safety
Q7422031	sarah
Q7438880	scream
Q7445691	seeds
Q7457165	seven
Q7459065	seyi ajirotutu
Q7488877	shannon gallant
Q7497332	shine
Q75115362	video games
Q753269	eli
Q7555843	solar
Q7688049	tati
Q771020	anna karenina
Q7710480	thank you
Q7738050	the greatest hits
Q7770010	the traveller
Q7770010	traveller
Q7783673	they came for good
Q7820247	tomorrow
Q78506420	waterloo
Q7851049	tucker
Q7860632	type
Q78607187	batman
Q78822	gottlieb stephanie
Q7925103	vicente
Q794047	best
Q79997683	plate
Q80004424	cat
Q8001124	wilderness
Q8057113	you can play
Q8059011	yourself ! fitness
Q8059992	yu yongzhe
Q80837	supernatural
Q819049	pledge
Q832514	the fourth state
Q832514	fourth state
Q8565058	four
Q8565185	fox
Q85748584	box
Q857823	fate
Q857823	f/sn
Q857823	fate/stay night [ réalta nua ]
Q857823	fate/stay night [ réalta nua ] extra edition
Q85793952	pool
Q8712	luton
Q87269234	benny
Q886	the simpsons
Q886	los simpsons
Q902176	might and magic
Q902337	hercules in new york
Q91648401	viking
Q9165	soul
Q930777	spider
Q940060	wilder
Q940060	wilder , kentucky
Q957363	vincent riotta
Q957940	steve jansen
Q957940	stephen batt
Q962507	holden
Q96465730	fu
Q964928	purdy
Q96655334	mike
Q976381	carthage
Q976381	carthage , texas
Q988603	altar
Q988603	altar , ecuador
Q1009918	brunello rondi
Q1028504	burns
Q10394860	zaira zambelli
Q10451	roth
Q1067	dante
Q1067	durante degli alighieri
Q1067	durante di alighiero degli alighieri
Q1072159	pincehely
Q107618	victoria
Q1076696	robin
Q1076696	red robin
Q1076696	batman
Q1101367	clifton
Q1101367	clifton , colorado
Q1112365	columbia
Q1112365	columbia , california
Q11268568	lost
Q11268568	perdido sin ti
Q1152278	little colorado river
Q1155695	grandmaster
Q1158770	aur
Q1158770	aurová
Q1164940	rabbit hole
Q11694956	dragon
Q1170787	soldier blue
Q11722	rudolf ramek
Q11776527	charlie russell
Q1184170	jefferson
Q1184170	codorus
Q1184170	jefferson , york county , pennsylvania
Q1186529	mercer
Q1186529	mercer , pennsylvania
Q11882963	miracle
Q1189042	dennis coffey
Q1196429	elite beat agents
Q1197588	military government
Q1197588	military junta
Q11998	kylie minogue
Q11998	kylie ann minogue
Q12004	quercus
Q12004	the oak genus
Q12007220	tour de force
Q12173670	jan
Q12173670	jan ( first name )
Q12173670	jan ( given name )
Q1247153	garcia
Q12573029	jane
Q12573029	jane ( family name )
Q12860318	beautiful
Q13024254	outrage
Q13123013	honey
Q1317777	silence
Q1317777	the only witness
Q1318295	narrative
Q1318295	story
Q1324327	vicente rondón
Q1324327	vicente rondon
Q13560546	heidi blickenstaff
Q13561943	megg
Q13561943	meghan elisse mahowald
Q13561943	meghan mahowald
Q1402982	carl veart
Q14082850	lost
Q1408341	journey
Q14325105	shadows
Q1437262	forever
Q144419	zaira
Q1445	tamil nadu
Q146139	pom
Q146139	polyacetal
Q146139	polyformaldehyde
Q1472488	home
Q14756700	godspeed
Q14756700	خدا قوت
Q15039363	ii
Q1514137	newport
Q1518127	jerome
Q15436687	david campbell
Q1579140	letter
Q15852699	vern
Q15852699	vern ( given name )
Q15852699	vern ( first name )
Q15897840	deja vu
Q15944511	football team
Q15944511	soccer team
Q15944511	football squad
Q16179006	holiday
Q16193823	jeff robinson
Q16233523	cavite city
Q16275276	dallas
Q16281903	takao
Q1643439	dr. pyckle and mr. pryde
Q1648283	david bowie
Q1648283	space oddity
Q1648283	man of words/man of music
Q1649436	jurassic park
Q16554	denver
Q16554	city and county of denver
Q16554	denver , colorado
Q16554	mile high city
Q16554	queen city of the plains
Q16554	queen city of the west
Q16585573	outside
Q1661013	reynolds
Q1662562	ie
Q16641209	hamlet
Q16724893	hail
Q16739770	dead
Q16746183	traitor
Q1684012	jason 's lyric
Q16865586	church
Q16865586	church ( family name )
Q16871142	jarvis
Q16886121	bob thorpe
Q16958072	nine reasons to say goodbye
Q17008498	hard times
Q17021256	life
Q17078218	neighbours
Q17078218	neighbours : they are vampires
Q17183895	the walk
Q17183895	to reach the clouds
Q17183895	walk
Q1720785	when the sky falls
Q17228878	story
Q173496	marvel
Q173496	marvel comics
Q17393320	comes
Q1748188	eric johnson
Q17521119	actor
Q1754772	alice
Q17600963	bert van tichelen
Q17639893	the kiss
Q17639893	kiss
Q1768103	the violin
Q1768103	violin
Q1768103	el violín
Q1768103	el violin
Q179718	catherine
Q179718	st. catherine of alexandria
Q1799822	thilo kleibauer
Q18002341	missing
Q18123205	carmen
Q18131049	zoey
Q18131049	zoey ( first name )
Q18131049	zoey ( given name )
Q18204850	ward
Q18204850	ward ( first name )
Q18204850	ward ( given name )
Q182458	black diamond
Q18708925	daddy
Q18713707	live in london
Q18914967	fall
Q18959831	never
Q190155	genesis
Q190155	mammoth
Q190155	vh
Q19057772	the wall
Q19269277	first
Q19269277	precedent
Q19269277	earliest
Q19269277	initial element
Q19269277	head
Q19286972	john gilbert
Q19362016	fan
Q19572119	honey
Q19627368	believe
Q1971943	hudson
Q1971943	hudson , michigan
Q19818755	twilight
Q1984795	altar
Q1986523	corning
Q1986523	corning , iowa
Q19914139	waldeck
Q19914139	waldeck ( first name )
Q19914139	waldeck ( given name )
Q20165913	chauncey
Q20165913	chauncey ( first name )
Q20165913	chauncey ( given name )
Q204284	ana
Q20641732	antonia
Q20642693	nick
Q20658300	live
Q2067143	tony takitani
Q206934	midlothian
Q20800646	tongues
Q20813957	reality
Q2084180	shock
Q2084234	prague
Q2084234	prague , nebraska
Q20880662	the long march
Q209669	mills
Q209669	mill
Q209669	the mill game
Q209669	merels
Q209669	merrills
Q209669	merelles
Q209669	marelles
Q209669	morelles
Q2100374	high society
Q2101248	leslie
Q2101248	leslie , georgia
Q211539	peter singer
Q211539	peter albert david singer
Q211539	بيتر ألبرت ديفيد سنجر
Q21451538	ruth
Q21475445	barrera
Q21484684	massey
Q21500412	stitt
Q21517521	sherlock holmes
Q21517521	die graue dame
Q21517521	grey lady
Q217189	the seventh seal
Q217189	seventh seal
Q2184148	hamilton
Q2184148	hamilton , kansas
Q22043589	diary
Q2220177	sana saeed
Q2276695	hot
Q2281721	teddington
Q2282019	essex
Q2282019	chebacco
Q2282019	chebacco parish
Q2282019	essex , usa
Q2282019	essex , massachusetts
Q2282019	essex , essex county
Q22889	bath
Q22889	bath , somerset
Q2301744	challenge
Q2301894	john marshall
Q2301894	john birnie marshall
Q23071969	theodor
Q2360947	the wall
Q2360947	wall
Q2360947	le mur
Q2402167	tell
Q241619	everly
Q2418254	troy
Q2418254	troy , new hampshire
Q24205406	the door
Q2422236	greatest hits
Q24279305	legion
Q24450548	roland
Q2471	sanaa
Q2471	sana
Q2471	ṣan ‘ ā ’
Q2471	sana ‘ a
Q24869126	lightning
Q25096634	force
Q25209126	the backyard
Q2531917	chapman
Q2531917	chapman , kansas
Q2534070	pearson
Q2534070	pearson , georgia
Q25410988	cult
Q255260	a tale of two sisters
Q255260	tale of two sisters
Q2613769	the famous jett jackson
Q26198148	sam
Q2630076	tower
Q2630076	tower records
Q266596	panic in the streets
Q26831461	matt taylor
Q2700310	bradley
Q2700310	bradley , south dakota
Q27022229	barney
Q270952	cold
Q270952	cold temperature
Q270952	chill
Q270952	low temperature
Q270952	coldness
Q27126815	nada
Q27126815	yoon yejin
Q2737049	quest
Q2737049	quest , inc .
Q2744116	mega man x3
Q275314	geraldine brooks
Q27721	1
Q2776421	tonight
Q2803437	thomson
Q2803437	thomson family name
Q2803437	thomson surname
Q28057449	almost human
Q2811304	1921
Q282722	trent reznor
Q282722	michael trent reznor
Q28451973	virgo
Q28749737	summer
Q29023109	ignacio
Q29415919	vengeance
Q294204	joaquín
Q294204	joaquín sánchez rodríguez
Q294204	joaquin
Q294204	joaquín sánchez
Q3024072	things i never told you
Q3024072	cosas que nunca te dije
Q3025390	devdas
Q30306956	they
Q30505182	purple
Q30597472	gospel
Q3074617	hiryū no ken
Q3101978	george waggner
Q3109985	gold
Q3136207	hiram fuller
Q313708	juha kankkunen
Q3176638	jefferson
Q3176638	jefferson , colorado
Q3200370	kumi
Q3210994	the bumblebee flies anyway
Q3210994	bumblebee flies anyway
Q3221711	confessional
Q3221711	le confessionnal
Q3223793	judge
Q3223793	le juge
Q323472	fighter
Q3287180	watts
Q3308632	michalis
Q3308632	michalis ( first name )
Q3308632	michalis ( given name )
Q3314231	mallory
Q3314231	mallory , west virginia
Q33529709	deadline
Q3362708	dad
Q338221	tinker
Q338221	tinker
Q3398877	black diamond
Q344822	herb alpert
Q344822	herbert alpert
Q344822	herbert « herb » alpert
Q344822	herb alpert & the tijuana brass
Q3478617	sense and sensibility
Q3489827	something wicked this way comes
Q3496405	madagascar
Q3496929	star
Q3510376	saturday
Q3520601	the devil 's playground
Q3520601	devil 's playground
Q3521037	the girl
Q3521037	girl
Q3614493	amnesia
Q3624059	artak òseyan
Q3624059	artak oseyan
Q3630080	top gear
Q3630080	top gear usa
Q3647786	buzz
Q3658902	carlie cooper
Q368233	johnston
Q368233	johnston , rhode island
Q3706353	dexter
Q37178	pie
Q37178	proto-indo-european language
Q375323	hands
Q378438	marion county
Q378438	marion county , illinois
Q3814921	actor
Q3815663	kiss kiss
Q390299	fan
Q39073443	sola
Q39074676	gore
Q3938473	robert witka
Q3960056	pennsylvania
Q3962304	sisters
Q3988085	the lost
Q3988085	lost
Q3992270	tokimeki memorial online
Q4011191	vicious
Q40156	zero
Q40156	type 0
Q40156	reisen
Q40156	zeke
Q40156	mitsubishi carrier fighter design 6
Q40156	a6m reisen
Q40156	mitsubishi navy 12-shi carrier fighter
Q4040528	hell
Q4041811	jazz
Q40435	buffalo
Q40435	the queen city
Q40435	the nickel city
Q40435	the city of no illusions
Q40435	the city of good neighbors
Q40435	city of light
Q40435	queen city of the lakes
Q40435	buffalo , new york
Q40435	buffalo , ny
Q4078526	barcelona
Q4113667	auggie rose
Q4115358	rise and fall of idi amin
Q4115358	amin : the rise and fall
Q4200858	gold
Q42267	spain
Q42267	selección de fútbol de españa
Q42267	spanish national team
Q42267	spain futbol team
Q42267	selección española de fútbol
Q42422229	coach
Q4249828	kitchen
Q42529595	man
Q42564544	emmett
Q42601744	guard
Q42718141	gil
Q43012900	minister
Q4329882	aubrey
Q43440	giosuè carducci
Q43440	giosue carducci
Q43440	giosuè alessandro giuseppe carducci
Q43440	giosue alessandro giuseppe carducci
Q4353505	phil baker
Q4362796	pilot
Q4362796	russia 's pilot animation studio
Q44398863	angel
Q4460170	thomas
Q4460170	thomas c .
Q448837	andré
Q448837	andré benjamin
Q448837	andre benjamin
Q448837	sunny bridges
Q448837	dookieblossumgame iii
Q448837	johnny vulture
Q448837	3 stacks
Q454178	michael o'leary
Q455379	dagny juel
Q4633269	2
Q4681864	adele
Q47007967	cinema
Q4795018	arnold drake
Q48303366	captain
Q483041	max
Q483041	choikang changmin
Q4853816	banana
Q486630	anastasia
Q48765289	tokyo
Q4879890	beena antony
Q48833140	fairy tales
Q4890431	judgement
Q489477	murray county
Q489477	murray county , oklahoma
Q4902482	bianca
Q4918910	two
Q4926230	blessed
Q4926490	blind
Q4952642	boys
Q4958605	brazier
Q4966188	bridge
Q497871	clarendon county
Q497871	clarendon county , south carolina
Q4999488	burn
Q5040289	carl hansen
Q504463	jan svěrák
Q504463	jan sverak
Q50845897	requiem
Q5085200	charlie mason
Q5093653	chester marcol
Q51133017	full moon
Q5186146	cristi harris
Q5194955	curran
Q5194955	curran , illinois
Q5249406	declaration
Q5264468	desire
Q52663985	revolution
Q52685	champagne
Q52685	champagne vd
Q52685	champagne , switzerland
Q5305692	drama
Q5311564	ducky holmes
Q534059	langston
Q534059	langston , oklahoma
Q5341427	edward
Q5357282	electric
Q5365914	ellis jeffreys
Q537493	princess
Q537493	desiree heslop
Q538065	prospero alpini
Q538065	alpino
Q538065	prosperus alpinus
Q5425868	fist
Q54319	star wars
Q5469332	forever
Q5501809	french kicks
Q55023291	laura
Q5549898	gerard
Q55635584	the thief
Q55635584	thief
Q55648698	the iron man
Q55648698	iron man
Q5659445	harmony
Q5693575	heath wingate
Q573712	pierre samuel du pont de nemours
Q573712	pierre samuel dupont de nemours
Q5749463	hey you
Q5754823	high
Q5885119	greatest hits
Q588755	tarzan and the leopard woman
Q5888079	home
Q5909687	hot
Q59395741	i remember
Q5948450	hurry
Q59644160	zombies
Q597409	gore
Q5988255	identity
Q6029974	infinity
Q6035924	innocence
Q605957	asia 's next top model
Q60728287	susan
Q60762989	walter
Q6115801	jack williams
Q613883	mercury
Q6174834	jeff rohrer
Q61835048	romance
Q61990115	ramos
Q624777	resurrection
Q624777	revenge
Q62502888	fight
Q6296306	journey
Q6308976	juliette
Q6308976	juliette augustina sysak cavazzi
Q63104588	sam
Q63884431	frank
Q63887309	max
Q63887459	joe
Q6398009	key
Q64002533	amit
Q6418512	kitty brashear
Q65096333	9 to 5
Q65096333	sing for the common man
Q656287	health
Q66633771	eternity
Q666860	the church
Q666860	ex state church
Q666860	evangelical-lutheran church of norway
Q666860	den norske kyrkja
Q666860	den norske kirke
Q6681389	lorna simpson
Q673638	john locke
Q6832238	michael lewis
Q6838159	cook
Q6838159	국
Q6838159	鞠
Q6838159	國
Q6838159	菊
Q6869629	joseph
Q6869629	josef
Q687600	the dead
Q687600	dead
Q689791	iss
Q6917327	mother earth
Q6932118	muggeridge
Q6962901	nancy opel
Q697393	bent
Q6995628	poseidon
Q70207012	first kiss
Q7029903	nicolau
Q7096088	open house
Q717912	the flower girl
Q717912	flower girl
Q7181984	phil haugstad
Q72903081	blessing
Q7299202	raymond v. haysbert
Q7340959	robbie mustoe
Q7354258	rock
Q7373304	roy roberts
Q7380676	rush
Q7452059	september
Q74540814	home
Q7456471	fingers
Q74686	mecosta county
Q74686	mecosta county , michigan
Q749313	doraemon : nobita 's dinosaur 2006
Q75	internet
Q75	the internet
Q75	internet
Q75	net
Q75	the net
Q75	global internet
Q754308	houston
Q754308	houston , delaware
Q7544602	smile
Q7557373	soldiers
Q7558429	solo
Q7574341	speaking in tongues
Q7601031	star trek
Q7613348	steve mcqueen
Q76382	sinn fein
Q7712749	affair
Q7721618	cat
Q7722399	the chicago sound
Q772880	patrick lussier
Q7729144	the day
Q7755874	pact
Q7762035	the sailor
Q7770584	the truth
Q7770584	truth
Q7771079	the ultimate
Q7771132	the ultimate collection
Q77712761	ripped
Q782955	old school
Q7846394	trouble
Q784889	raynald denoueix
Q7860936	types of bakuvian bazaars
Q79311	ward
Q79311	ward , arkansas
Q7932715	vinod
Q7932715	vinod ( given name )
Q7932715	vinod ( first name )
Q7938571	vladimir pogačić
Q79588	lincoln
Q79588	lincoln , alabama
Q7994036	whistleblower
Q80030305	fan
Q8004340	milton
Q8004340	milton , buffalo county
Q8020132	william webster
Q8050958	years
Q812126	bayer
Q821298	murray heatley
Q835016	window
Q83594	sisters
Q83594	syostry
Q840446	mary
Q85776588	lifetime
Q859392	ops
Q859392	opis
Q865811	distribution
Q865811	distributions
Q865811	distribution ( generalized function )
Q87492923	olivia
Q877473	jörg hahnel
Q886675	my bloody valentine
Q9053630	out of control
Q915679	bright eyes
Q91628397	far
Q919673	the river
Q919673	river
Q919673	le fleuve
Q924786	medford
Q924786	town of medford
Q9274721	gospel
Q929	car
Q929	ködörösêse tî bêafrîka
Q929	république centrafricaine
Q929	centrafrique
Q929	cf
Q929	🇨🇫
Q929	republique centrafricaine
Q929	caf
Q931260	killer
Q931935	pierre pibarot
Q932423	china
Q937652	augustin
Q949535	san francisco
Q949535	san francisco , córdoba
Q953409	tracy
Q953409	tracy , california
Q954043	tracy
Q957025	paula
Q964949	dee
Q979435	trenton
Q979784	terrell
Q979784	terrell , texas
Q983324	marcos
Q983324	ferdinand marcos jr .
Q983324	ferdinand `` bongbong '' r. marcos jr .
Q983324	ferdinand `` bongbong '' marcos jr .
Q983324	ferdinand romualdez marcos jr .
Q1007874	hornsby
Q1007874	hornsby , new south wales
Q1007874	hornsby , new south wales , australia
Q1009967	clearwater
Q1009967	clearwater , minnesota
Q102605	paul ii
Q102605	pietro barbo
Q102605	pope paul ii
Q102605	pape paul ii
Q102605	papa paolo ii
Q102605	paulus pp. ii
Q102605	paulus ii
Q10292893	guimarães
Q1041909	carlo boszhard
Q10502664	gangster
Q1072132	live in london
Q10846956	distance
Q10852266	rain
Q10954511	child
Q10954511	child ( surname )
Q1114179	return to the blue lagoon
Q1119151	clark
Q1119151	clark family name
Q1119151	clark surname
Q11195511	darlene
Q11252141	us
Q1125440	salem
Q1125440	salem , west virginia
Q11258922	un
Q11316536	turkey
Q1132790	baldwin
Q1132790	baldwin , pennsylvania
Q1133859	without you i 'm nothing
Q1134877	lu
Q1134877	luk
Q1134877	陸
Q1134877	陆
Q1140011	gracie
Q11474508	iwasaki
Q115324	macon county
Q115324	macon county , illinois
Q1165252	ville
Q11678233	kurokawa
Q11701	house
Q11838406	monique
Q11859154	eve
Q12058863	suicide
Q12127884	split
Q1239500	don sebesky
Q1257284	the execution of private slovik
Q1257284	execution of private slovik
Q12594097	lin
Q12605125	adam
Q126269	wolverhampton
Q1263672	griffin
Q1263672	the gryphon
Q1304686	hefner
Q130624	harvey
Q130624	harvey , western australia
Q130624	harvey , western australia , australia
Q13375	pisa
Q13380050	kwan
Q13380050	kuan
Q13380050	quan
Q13380050	kwon
Q13380050	关
Q13380050	關
Q1354109	mighty aphrodite
Q1355578	ghost
Q1355578	ghost b.c .
Q13653504	crafts
Q1384449	theophilus
Q1389138	elizabethton
Q1393178	september
Q1397802	fastlane
Q1427625	swamp thing
Q1427625	alex olsen
Q1427625	alec holland
Q1427625	albert höllerer
Q1427625	tefé holland
Q1427625	allan hallman
Q1427625	aaron hayley
Q1427625	tefe holland
Q14756620	1936
Q1483364	nat
Q1515	abidjan
Q15616682	love
Q15648483	ariel
Q15713397	bridge
Q15713892	pan
Q1574805	kin
Q15914314	tears
Q15978520	jonathan malen
Q16154347	ashley
Q16166336	cowan
Q161736	,
Q161736	、
Q161736	،
Q1622107	fink
Q1622107	fink ( surname )
Q1623002	lenny
Q16234345	jordan zumwalt
Q16241405	13.13
Q16385561	earthquake in chile
Q1641812	boulevard of broken dreams
Q164444	funk
Q16613914	the editor
Q1661941	whitehead
Q16746054	pilot
Q16746054	the americans pilot
Q16746289	original sin
Q16842498	requiem
Q16883671	spence
Q16883671	spence ( surname )
Q16952866	born free
Q16961572	seconds
Q16962394	electric
Q16977061	pope
Q16992491	freedom
Q17007855	greatest hits
Q17007855	five star 's greatest hits
Q17008968	origins
Q17040792	off the wall
Q17062481	think
Q17119	hirschfeld
Q17297772	flavius
Q1742200	king 's quest vi : heir today , gone tomorrow
Q1753557	carry on
Q1765880	red
Q1766420	the door in the floor
Q1766420	door in the floor
Q17781833	destroy
Q17781833	destruct
Q17781833	destroying
Q17781833	self-destruct
Q17781833	self-destroy
Q17781833	destroyal
Q17864440	grant
Q17864440	grant ( family name )
Q178713	isao takahata
Q18001597	christian
Q18001597	christian ( given name )
Q18001597	christian ( first name )
Q18119424	network
Q18153904	serenade
Q1819555	kingston
Q1819555	kingston , ohio
Q1829475	geist
Q1829475	dwayne geyer
Q184	by
Q184	byeloruss
Q184	blr
Q184	bielorussia
Q184	belorussia
Q184	byelorussia
Q18415059	pinocchio
Q18487014	the man who
Q18487014	man who
Q185529	porn
Q185529	porn movie
Q185529	porn video
Q185529	blue movie
Q185529	xxx film
Q185529	x-rated film
Q185529	x-rated movie
Q185529	hardcore film
Q185529	hardcore movie
Q1859336	prescott
Q1859336	prescott , kansas
Q186047	vu
Q186047	valparaiso male and female college
